(0)number, (1)prod_id,(2)prod_name,(3)prod_descr,(4)source,(5)img_path,(6)my_img_path,(7)price,(8)in_stock, (9)needed_stock, (10)location
395,am-3657,12 Tooth 32 DP 5 mm Bore Steel Pinion Gear,This 12 tooth pinion gear is designed to fit onto an AndyMark RedLine Motor (am-3775) and other motors with a 5 mm output shaft to interface with spur gearboxes such as the DeCIMate (am-3745) :  EVO ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/12-tooth-32-dp-5-mm-bore-steel-pinion-gear/5bd8a50161a10d5935a5366e/large_thumb.jpg?c=1540924673,AndyMark/am-3657.jpg,7.0,0.0,0.0,null
396,AM_NOID_1,Thermal Sticker Packs,The Thermal Sticker is designed to indicate the temperature of any surface that an operator might be concerned about getting hot. Sticks to:2.5" CIM Motor (am-0255)NeveRest GearmotorsSet of 2 Batte...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/thermal-sticker-packs-options/5bdc5ac261a10d06db43d4bb/large_thumb.jpg?c=1541167810,AndyMark/AM_NOID_1.jpg,0.0,0.0,0.0,null
397,am-2191,Hi-Tec Servo :  Hi-Tec HS-805BB,This servo offers a higher level of power than many servos. If you need lots of power in a servo :  look no further.,1,https://andymark-weblinc.netdna-ssl.com/product_images/hi-tec-servo-hi-tec-hs-805bb/am_2191/5bd497a561a10d27d2433398/large_thumb.jpg?c=1540659109,AndyMark/am-2191.jpg,50.0,0.0,0.0,null
398,am-3145,FTC Field Perimeter and Components,Here you can get all the components needed to setup the entire FTC perimeter. Save a bit of money and buy it as one package instead of each piece separately :  carrying bags included!Included Hardwar...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/ftc-field-perimeter-and-components/5beb47d161a10d43234aca47/large_thumb.jpg?c=1542146001,AndyMark/am-3145.jpg,1020.0,0.0,0.0,null
399,am-3372,Push Switch,,1,https://andymark-weblinc.netdna-ssl.com/product_images/push-switch/5bd37fe461a10d29679644f6/large_thumb.jpg?c=1540587492,AndyMark/am-3372.jpg,1.5,0.0,0.0,null
400,am-0646,S25-22HA-500-Hex Sprocket,S25-22HA-500 Hex Sprocket,1,https://andymark-weblinc.netdna-ssl.com/product_images/s25-22ha-500-hex-sprocket/am_0646/5bd3e30c61a10d27d243326a/large_thumb.jpg?c=1540612876,AndyMark/am-0646.jpg,16.0,0.0,0.0,null
401,am-2897,1/8 NPT Male to 1/4 Tube :  Elbow Meter-Out Flow ...,This is a pneumatic meter-out flow control valve. The port is a 1/8" NPT male thread :  and 1/4" diameter tube can be pressed in to the push-to-connect fitting. Meter-out allows for the flow to be co...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/1-8-npt-male-to-1-4-tube-elbow-meter-out-flow-valve/5bd345cc61a10d293f96437f/large_thumb.jpg?c=1540572620,AndyMark/am-2897.jpg,9.0,0.0,0.0,null
402,am-2186,Fitting :  Y :  Brass :  1/8 in. NPT :  2 F :  1 M,This is a Nickel plated Brass "Y" union with two (2) Female connections with 1/8 NPT thread and one (1) male connection at 1/8 NPT.,1,https://andymark-weblinc.netdna-ssl.com/product_images/fitting-y-brass-1-8-in-npt-2-f-1-m/am_2186/5bd497a361a10d27d2433393/large_thumb.jpg?c=1540659107,AndyMark/am-2186.jpg,4.0,0.0,0.0,null
403,am-3671,5 mm Hex XL Double Boss Nub w/Set Screw,Nubs are hubs intended to connect motion components to spinning shafts :  like sprockets gears :  pulleys and wheels. This Nub features a round boss on both sides with a 5 mm hex bore in the middle. Th...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/5-mm-hex-xl-double-boss-nub-w-set-screw/5bd8a73d61a10d5935a536d0/large_thumb.jpg?c=1540925245,AndyMark/am-3671.jpg,17.5,0.0,0.0,null
404,am-3832,0.50 in. Hex to 0.375 in. Hex Adapter,This lightweight aluminum adapter allows conversion of 0.375 inch hex shafts into 0.500 inch hex shafts. Or 0.500 inch hex holes into 0.375 inch hex holes. This component is not recommended for ext...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/0-50-in-hex-to-0-375-in-hex-adapter/5bd8b53961a10d5948a535f7/large_thumb.jpg?c=1540928825,AndyMark/am-3832.jpg,8.0,0.0,0.0,null
405,am-0850,CIM Hardware Kit for Toughbox Nano & Micro,This hardware kit is used to mount a 2.5 in. CIM Motor to a Toughbox Nano and Micro.Hardware: Included Hardware: One - 14 Tooth CIM Gear Two - #10-32 x 5/8 in. SHCS w/ Nylon Thread Patch (am...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/cim-hardware-kit-for-toughbox-nano-micro/am_0850/5bd3e31b61a10d27d2433295/large_thumb.jpg?c=1540612891,AndyMark/am-0850.jpg,9.0,0.0,0.0,null
406,am-2908,REV :  1 in. 45 Degree Bracket,This 45 degree flat bracket is used with the versatile :  modular REV Building Products. When attaching 0.09-0.13" thick plates to this extrusion :  use #10-32 x 3/8 screws :  accompanied by #10-32 nyloc...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rev-1-in-45-degree-bracket/5bd3463a61a10d293f964397/large_thumb.jpg?c=1540572730,AndyMark/am-2908.jpg,3.5,0.0,0.0,null
407,am-3078a,DART :  2:1 Ratio Kit,This is optional pulley and belt kit for the DART linear actuators. This kit speeds up the linear output speed of the DART :  compared with the standard pulley and belt kit. This kit has a ratio of...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/dart-2-1-ratio-kit/5bd35af561a10d2954964366/large_thumb.jpg?c=1540578037,AndyMark/am-3078a.jpg,20.0,0.0,0.0,null
408,am-3462_greenAUS,Ship From Sydney - 2 in. Compliant Wheel :  1/2 i...,Specifications: Material Durometer: 35A Material: TPU Diameter: 2" Thickness: 0.5" Bore: 0.425" (Interference fit for 1/2" Hex)Maximum RPM: 6000 RPMWeight: 0.031 Lbs,1,https://andymark-weblinc.netdna-ssl.com/product_images/aussie-sku-2-in-compliant-wheel-1-2-in-hex-bore-35a-durometer/5bd89d9561a10d5935a534d1/large_thumb.jpg?c=1540922773,AndyMark/am-3462_greenAUS.jpg,7.25,0.0,0.0,null
409,am-2909,REV :  1 in. 30 Degree Bracket,This 30 degree flat bracket is used with the versatile :  modular REV Building Products.When attaching 0.09-0.13" thick plates to this extrusion :  use #10-32 x 3/8 screws :  accompanied by #10-32 nylock...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rev-1-in-30-degree-bracket/5bd3475461a10d293f96439e/large_thumb.jpg?c=1540573012,AndyMark/am-2909.jpg,3.5,0.0,0.0,null
410,am-3156,2 in. Stealth Wheel :  8mm Bore :  80A Durometer,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane) with a 80A durometer hardness. This robust but lightweight whee...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-stealth-wheel-8mm-bore-80a-durometer/5bd362dd61a10d29549644a0/large_thumb.jpg?c=1540580061,AndyMark/am-3156.jpg,6.0,0.0,0.0,null
411,AM_NOID_1,8 in. MK Mecanum Wheels,Product Overview:This wheel has improved capacity :  lower cost :  and better interfacing ability than our older 8 in. Mecanum wheels. This version is named 8" MK Mecanum in honor of AndyMark co-founde...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/8-in-mk-mecanum-wheel-set-options/5bd8bbea61a10d5948a536be/large_thumb.jpg?c=1540930538,AndyMark/AM_NOID_1.jpg,0.0,0.0,0.0,null
412,am-0255_15T,Motor :  2.5 in. CIM with Pinion Gear for EVO Shi...,2.5 in. CIM :  Brushed DC Motor with 15 tooth pinion gear pre-installed. This is a drop in motor to add to the EVO Shifter.Not only does this take the risk of damaging the motor during pinion install...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/motor-2-5-in-cim-with-pinion-gear-for-evo-shifter/5bd3053c61a10d291896432f/large_thumb.jpg?c=1540612850,AndyMark/am-0255_15T.jpg,42.75,0.0,0.0,null
413,am-0971,Hub Assembly for 8 in. Pneumatic Wheel,This is the strong polycarbonate plastic hub for the 8 inch Pneumatic Wheel. This product is shipped in kit form. The hub's design is intended to accept any 200x50mm tire and inner tube :  1.125 inch...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/hub-assembly-for-8-in-pneumatic-wheel/am_0971/5bd3e32b61a10d27d24332c8/large_thumb.jpg?c=1540612907,AndyMark/am-0971.jpg,16.0,0.0,0.0,null
414,am-3496,RGB LED Light Strip,This 12V flexible color-changing LED strip is perfect for robot lighting whether it's for fun or feedback. When used with an RGB controller (sold separately) one can control the color output includ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rgb-led-light-strip/5bd8a10461a10d5935a53593/large_thumb.jpg?c=1540923652,AndyMark/am-3496.jpg,20.0,0.0,0.0,null
415,am-3223,REV Digit MXP Display,The REV Robotics Digit is multi-use MXP board for interface with the roboRIO. It has four 12 segment displays :  which can be used to show any letters or numbers. It also features an analog potentiom...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rev-digit-mxp-display/5bd36da761a10d29549645ce/large_thumb.jpg?c=1540582823,AndyMark/am-3223.jpg,0.0,0.0,0.0,null
416,am-3077a,DART :  Sensor Kit,The Sensor Kit for the DART Linear Actuator includes two hall effect sensors (am-3313) :  an aluminum mounting bracket :  and associated hardware. The hall effect sensors are intended to be used for en...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/dart-sensor-kit/5bd35ad661a10d295496435f/large_thumb.jpg?c=1540578006,AndyMark/am-3077a.jpg,34.0,0.0,0.0,null
417,am-0181,1/2 in. id Bearing :  Shielded (R8ZZ),The Sheilded Ball Bearing is a great way to make things spin fast!,1,https://andymark-weblinc.netdna-ssl.com/product_images/1-2-in-id-bearing-shielded-r8zz/am_0181/5bd3e2e561a10d27d24331f7/large_thumb.jpg?c=1540612837,AndyMark/am-0181.jpg,3.0,0.0,0.0,null
418,am-0943,PWM Male Connector,This is a connector and 3 contacts commonly used as a PWM Male Connector on a mobile robot. This will let you customize the length of your pwm cable for your application. All you need is a crimp to...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pwm-male-connector/am_0943/5bd3e32961a10d27d24332bf/large_thumb.jpg?c=1540612905,AndyMark/am-0943.jpg,1.0,0.0,0.0,null
419,am-3642,NeveRest Sport - 81:1 w/ Nub Output,This gearbox has a gear ratio of 81:1 with a nub output. The shaft and gears are robust :  machined steel components designed to withstand many times more power than a NeveRest motor will supply....Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/neverest-sport-81-1-w-nub-output/5bd8a40761a10d5935a53629/large_thumb.jpg?c=1540924423,AndyMark/am-3642.jpg,67.0,0.0,0.0,null
420,am-2330,Connector Kit :  130pcs :  variety bundle,This is an entire connector kit with 130 pieces. Buying this kit lets you save some money and have the right electrical connector available when you need it!The male connectors are used with the T-...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/connector-kit-130pcs-variety-bundle/am_2330/5bd497bc61a10d27d24333ed/large_thumb.jpg?c=1540659132,AndyMark/am-2330.jpg,28.0,0.0,0.0,null
421,am-2761,Panel Mount Digital Volt Meter,Easy to install panel mount volt meter features a bright easy to read red display. Monitor DC voltage from 5-30 VDC. Fits standard 1-1/8" diameter hole. Low 10mAh current draw. Rear mounted F2 fast...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/panel-mount-digital-volt-meter/5bd3318561a10d292c9643e8/large_thumb.jpg?c=1540567429,AndyMark/am-2761.jpg,21.0,0.0,0.0,null
422,am-3687,S3 :  Battery Mount,The Battery Mount is part of our S3 Ecosystem and works perfectly with the Tilerunner :  S3 Tube :  and other components in the S3 Ecosystem. The Battery Mount is ideal for securing FIRST Tech Challeng...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/s3-battery-mount/5bd8a8a861a10d5948a53411/large_thumb.jpg?c=1540925608,AndyMark/am-3687.jpg,5.0,0.0,0.0,null
423,am-2647,4 in. Stealth Wheel :  1/2 in. Hex Bore :  80A Duro...,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane). This robust but lightweight wheel provides good traction on ca...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-stealth-wheel-half-in-hex-bore-80a-durometer/5bd329d861a10d292c964338/large_thumb.jpg?c=1540565464,AndyMark/am-2647.jpg,7.0,0.0,0.0,null
424,am-0153a,Short 1/2 in. Keyed Output Shaft with Magnet fo...,This is an optional keyed steel output shaft for the Toughbox® series gearboxes. This shaft includes a pre-installed magnet designed specifically with the E4T OEM Miniature Optical Encoder (am-3132...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/short-1-2-in-keyed-output-shaft-with-magnet-for-toughbox-series/am_0153a/5bd3e2e161a10d27d24331ec/large_thumb.jpg?c=1540612833,AndyMark/am-0153a.jpg,13.0,0.0,0.0,null
425,am-3627,#25 18 Tooth 0.375 in. Hex Sprocket,This is a 18 tooth sprocket with a 0.375 in. Hex bore.,1,https://andymark-weblinc.netdna-ssl.com/product_images/25-18-tooth-0-375-in-hex-sprocket/5bd8a35f61a10d5935a535fb/large_thumb.jpg?c=1540924255,AndyMark/am-3627.jpg,6.0,0.0,0.0,null
426,am-0736,S35-12DHE Sprocket,12 tooth :  35 series aluminum double sprocket for ANSI Roller Chain.,1,https://andymark-weblinc.netdna-ssl.com/product_images/s35-12dhe-sprocket/am_0736/5bd3e31461a10d27d243327d/large_thumb.jpg?c=1540612884,AndyMark/am-0736.jpg,9.0,0.0,0.0,null
427,am-0253,1/2 in. id :  1/2 in. Long Bushing,Steel sleeve bushing with self-lubricating bearing surface,1,https://andymark-weblinc.netdna-ssl.com/product_images/1-2-in-id-1-2-in-long-bushing/5bdc547e61a10d06ee43d10e/large_thumb.jpg?c=1541166206,AndyMark/am-0253.jpg,2.5,0.0,0.0,null
428,am-3955,2 in. Omni :  90A 3/8 in. Hex,Omni-directional wheels in the smallest diameter offered by any common FIRST Robotics Competition or FIRST Tech Challenge supplier. This 50 mm / 2 inch omni wheel features hard 90A durometer roller...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-omni-90a-3-8-in-hex/5bf2345cfe93c63f9322110c/large_thumb.jpg?c=1542599772,AndyMark/am-3955.jpg,13.0,0.0,0.0,null
429,am-1395,3/8-16 x 4.75 in. Hex Head Bolt,3/8-16 x 4.75 in. long Hex Head Bolt,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-8-16-x-4-75-in-hex-head-bolt/am_1395/5bd3e35061a10d27d2433343/large_thumb.jpg?c=1540612944,AndyMark/am-1395.jpg,1.5,0.0,0.0,null
430,am-3050,FRC Rookie Basic Startup Kit,NOTE: Customers who are not affiliated with FIRST teams are required to purchase the NI roboRIO product through National Instruments :  not AndyMark. Looking to start an FIRST Robotics Competition te...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/frc-rookie-basic-startup-kit/5bd357c061a10d293f964691/large_thumb.jpg?c=1540577216,AndyMark/am-3050.jpg,3075.0,0.0,0.0,null
431,am-3051,FRC Rookie Kit Extras,This kit combines a handful of useful robot building tools that add to the ease of robot build :  functionality :  and cleanliness. Shrink wrap :  power pole connectors :  labels :  and tubing for wire manag...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/frc-rookie-kit-extras/5bd3582d61a10d293f964698/large_thumb.jpg?c=1540577325,AndyMark/am-3051.jpg,545.0,0.0,0.0,null
432,am-0089,3/16 in. id Oillite Bushing,Bronze flanged bushing with oil impregnation,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-16-in-id-oillite-bushing/am_0089/5bd3e2d961a10d27d24331ce/large_thumb.jpg?c=1540612825,AndyMark/am-0089.jpg,1.5,0.0,0.0,null
433,am-3474,PicoBox LEO Mount Plate,Product Overview:This is the plate on the PicoBox LEO. This is a single part mount for the NeveRest Orbital line of gearmotors. The motor mounts with 4x m3-0.5 x 6mm SHCSs (am-1254),1,https://andymark-weblinc.netdna-ssl.com/product_images/picobox-leo-mount-plate/5bd89e7b61a10d5935a53505/large_thumb.jpg?c=1540923003,AndyMark/am-3474.jpg,6.0,0.0,0.0,null
434,am-0160,500 Bearing Hub,This part is designed and fabricated in Indiana :  USA.,1,https://andymark-weblinc.netdna-ssl.com/product_images/500-bearing-hub/am_0160/5bd3e2e261a10d27d24331ee/large_thumb.jpg?c=1540612834,AndyMark/am-0160.jpg,19.5,0.0,0.0,null
435,am-3571_green,2 in. Compliant Wheel :  3/8 in. Hex Bore :  35A Du...,This is a green 2 in. compliat wheel with a 3/8 in. hex bore and a durometer of 35A. Compliant wheels are not intended for moving robots :  but moving objects. Compliant wheels give way to allow rigi...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-compliant-wheel-3-8-in-hex-bore-35a-durometer/5bd8c49c61a10d595ca534e2/large_thumb.jpg?c=1540932764,AndyMark/am-3571_green.jpg,6.0,0.0,0.0,null
436,am-1027,1/4 in. Flat Washer - Bulk Qty,Specifications: Material: SteelCoating: Zinc PlatedInside Diameter: 1/4"Outside Diameter: 0.63"Thickness: 0.056",1,https://andymark-weblinc.netdna-ssl.com/product_images/1-4-in-flat-washer-bulk-qty/am_1027/5bd3e33561a10d27d24332e7/large_thumb.jpg?c=1540612917,AndyMark/am-1027.jpg,0.02,0.0,0.0,null
437,am-14U3-PN8,AM14U3 Upgrade Kit 6WD with 8 in. Pneumatic Wheels,If you already have tires and only want the hardware :  check out this same product :  without the tires :  wheels :  tubes :  and hubs. Also :  see below for a complete list of parts included in this kit :  as ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/am14u3-upgrade-kit-6wd-with-8-in-pneumatic-wheels/5bd3197061a10d291896441f/large_thumb.jpg?c=1540561264,AndyMark/am-14U3-PN8.jpg,380.0,0.0,0.0,null
438,am-3303,PHD 2x4 :  3/4 in. Bore :  2 in. Stroke Cylinder,This cylinder :  manufactured by phd :  Inc :  is robust and features a 3/4" diameter bore and a 2" stroke. The head :  cap :  and tube are all made of strong :  lightweight aluminum. The rod is made from chro...Read More,1,https://andymark-weblinc.netdna-ss
